Frequency,S11_Magnitude,S11_Phase,S12_Magnitude,S12_Phase,S21_Magnitude,S21_Phase,S22_Magnitude,S22_Phase,
1013000000,-1.017367119,-12.21582015,-82.08831377,16.43210445,-39.40680945,115.5404493,-28.46990009,1.560820953,
1014000000,-1.024584448,-13.02339165,-80.70263345,23.21370884,-39.57044399,113.813614,-28.37376708,2.203746206,
1015000000,-1.032971168,-13.72034705,-84.99129625,27.68479519,-39.59876539,112.3772379,-28.3967732,2.0816333,
1016000000,-1.035444477,-14.56138342,-84.63680515,-0.9498548922,-39.6982451,110.6040249,-28.46203632,1.624843616,
1017000000,-1.05186163,-15.26013996,-83.621279,14.69483001,-39.7863017,109.1907639,-28.37194969,1.570051353,
1018000000,-1.060298521,-16.0787089,-84.65718931,1.443043822,-39.95570585,107.6765006,-28.40204258,1.77836153,
1019000000,-1.069649795,-16.92656422,-84.49107662,12.62077858,-40.01122397,105.9593856,-28.41164245,1.580786784,
1020000000,-1.083050247,-17.66479286,-83.01664221,3.616572174,-40.07815708,104.6037098,-28.35995215,1.030618484,
1021000000,-1.082031524,-18.53735735,-83.1197636,-0.8744171755,-40.20799148,102.8140999,-28.34439284,1.652005671,
1022000000,-1.095176474,-19.27223783,-84.57411267,-12.97524082,-40.25719781,101.3894151,-28.42196998,0.9638862627,
1023000000,-1.141013312,-20.10805158,-81.00843203,-121.2985788,-40.36823666,100.0056854,-28.36472318,1.219730784,
1024000000,-1.094762337,-21.01225856,-85.42367879,6.622922805,-40.47133015,98.26653155,-28.33297797,1.057622568,
1025000000,-1.13690875,-21.81465677,-80.81227683,-1.625549214,-40.62593925,96.92266561,-28.3012098,0.5155350944,
1026000000,-1.141703644,-22.4618582,-84.24847251,-3.599466956,-40.69935798,95.22676222,-28.276274,0.8648389336,
1027000000,-1.15178403,-23.32348668,-83.62991772,-9.484825378,-40.76803162,93.65637359,-28.33269365,0.7187972223,
1028000000,-1.161015092,-24.14348968,-83.17102165,1.636860316,-40.89486768,92.09924832,-28.30628439,0.5567007838,
1029000000,-1.168821771,-25.01868137,-80.97606217,-6.584222244,-40.97683857,90.5317035,-28.27879535,0.3276148219,
1030000000,-1.155832464,-25.7795097,-85.6268317,-18.93821697,-41.1377293,89.32713263,-28.28929401,0.2142451272,
1031000000,-1.165539409,-26.48259726,-73.18227007,-67.85010513,-41.19628931,87.56011675,-28.26365323,0.2479738299,
1032000000,-1.170544139,-27.45339764,-84.55678444,-18.16340431,-41.29757926,86.30351077,-28.25707407,0.09655673175,
1033000000,-1.199358254,-28.23326982,-82.14500633,-20.62836827,-41.38762624,84.6351501,-28.22885179,0.247198596,
1034000000,-1.205057741,-28.96789461,-81.58384269,-24.89410615,-41.53349841,83.05737735,-28.2410373,0.3167205009,
1035000000,-1.20521658,-29.85431061,-82.47990984,-24.35107746,-41.61544879,81.50212364,-28.19625859,-0.05105165508,
1036000000,-1.220886512,-30.92246746,-78.09521254,-18.14224748,-41.73351211,80.23797729,-28.26928859,-0.2395006382,
1037000000,-1.197098552,-31.60866,-82.75926912,-50.22377225,-41.90649928,78.54622646,-28.16017814,-0.978099189,
1038000000,-1.221945691,-32.32496005,-84.22052663,-46.11685579,-41.94509035,77.09894011,-28.17052442,-0.1838792745,
1039000000,-1.237426684,-33.40666893,-84.37783891,-42.79141105,-42.13140274,75.57077497,-28.19063096,-0.5495087424,
1040000000,-1.238977609,-34.17227061,-84.22732665,-42.96298518,-42.24120165,74.15575209,-28.22429179,-0.6723516695,
1041000000,-1.253387035,-34.81382213,-84.43911696,-49.29396014,-42.37470099,72.57071207,-28.10944254,-0.6649266173,
1042000000,-1.275537432,-35.7551869,-85.10340995,-57.10886872,-42.45755583,70.58460917,-28.14639437,-0.5949007276,
1043000000,-1.262557005,-36.6465881,-82.94273075,-66.57565898,-42.51209737,69.33183361,-28.1659669,-1.130433036,
1044000000,-1.289773264,-37.39141214,-83.86696626,-47.41558199,-42.66612014,68.15110746,-28.11005792,-1.057211715,
1045000000,-1.292490513,-38.47566403,-87.2187046,-46.33496263,-42.79126934,66.3416495,-28.04727013,-1.209764441,
1046000000,-1.28424661,-39.14229768,-82.98966322,-73.18591301,-42.89944884,65.06990565,-28.08631632,-1.335783726,
1047000000,-1.291433706,-39.91751522,-85.86839705,-60.85140365,-43.03457426,63.23363065,-28.04889555,-1.170173394,
1048000000,-1.321857053,-41.01070862,-85.58660635,-70.9177754,-43.12285469,61.86263373,-28.10938644,-1.455609211,
1049000000,-1.300307325,-41.64944788,-86.93148006,-55.39101246,-43.26759483,60.45710438,-28.0159273,-1.723503128,
1050000000,-1.318478778,-42.5620254,-85.43869297,-57.12887795,-43.41683833,58.9788029,-28.05691499,-1.368951,
1051000000,-1.282612489,-43.30067346,-82.48108076,-24.67100584,-43.4434098,57.46128306,-28.01144335,-1.706365531,
1052000000,-1.341561983,-44.25550774,-88.895757,-56.32127675,-43.58720155,56.30913258,-27.99727368,-1.723105252,
1053000000,-1.300940236,-45.02720784,-87.58526785,-85.27902579,-43.73366206,54.5418903,-27.98510534,-1.75440634,
1054000000,-1.350975488,-46.04528865,-83.97102588,-80.26714526,-43.8010249,52.94067619,-27.96598545,-1.483265669,
1055000000,-1.346266285,-47.01572543,-89.36429978,-73.20645581,-43.9357344,51.6971647,-28.02750835,-1.714542565,
1056000000,-1.304440121,-47.44346364,-86.45304921,-80.16772593,-44.05587337,50.66113528,-27.92759732,-1.917814126,
1057000000,-1.37869609,-48.58154008,-87.6951049,88.67251462,-44.18742482,48.55725737,-27.947553,-1.844620453,
1058000000,-1.352721113,-49.40388681,-85.91386081,-73.74997925,-44.32800543,47.41184137,-27.93658963,-2.106249022,
1059000000,-1.404697172,-49.57226953,-87.03860614,-68.82066422,-44.56721618,45.82751202,-27.90350852,-2.379511836,
1060000000,-1.333071075,-51.19016375,-88.13301658,-79.56964948,-44.54918955,44.56454986,-27.87164726,-2.343438928,
1061000000,-1.36906073,-52.18182328,-87.63643175,-70.90493987,-44.63004636,43.06741393,-27.8255588,-2.308997071,
1062000000,-1.344014288,-52.92901778,-88.42214662,-75.64719875,-44.7993771,41.79678712,-27.88828232,-2.108580179,
1063000000,-1.361679794,-53.74265759,-88.28216032,-73.31120392,-44.92315366,40.235851,-27.89151885,-2.240681554,
1064000000,-1.381577041,-54.49687265,-87.45735739,-98.4634391,-45.09456355,38.75407798,-27.86292969,-2.874277517,
1065000000,-1.355750277,-55.49986034,-87.83887186,-100.5293711,-45.14457883,37.47896703,-27.7936632,-2.703692199,
1066000000,-1.383528612,-56.34073659,-88.45346602,-100.7496987,-45.2996693,35.83562729,-27.80698586,-2.58305004,
1067000000,-1.363999484,-57.23596904,-88.77725679,-108.0667563,-45.41791043,34.18935396,-27.80206533,-2.713063795,
1068000000,-1.349049341,-57.93740138,-91.7469301,-89.9836833,-45.53008772,33.27135469,-27.79104269,-2.83245413,
1069000000,-1.363510972,-58.70358917,-87.65485519,-100.5415428,-45.69668181,31.55134306,-27.78258762,-2.907112843,
1070000000,-1.362730746,-59.77404273,-89.20437797,-100.7622157,-45.78946264,30.37479143,-27.78106879,-2.720046274,
1071000000,-1.39660946,-60.55851097,-92.07601405,-75.06992788,-45.94619419,28.65784199,-27.72600194,-3.127938039,
1072000000,-1.351431004,-61.51314549,-89.16313673,-91.46389215,-46.01613085,27.49211999,-27.69500311,-2.81146043,
1073000000,-1.393989299,-61.97011108,-90.66343566,-88.32152277,-46.20519025,26.19016585,-27.6602197,-3.105289831,
1074000000,-1.346364001,-62.93465133,-95.11623557,-50.36256788,-46.30383247,24.89573328,-27.71765519,-2.927996811,
1075000000,-1.366563696,-63.86479753,-88.1123313,-109.5598603,-46.46952713,23.16856696,-27.6924641,-2.977452523,
1076000000,-1.342107434,-64.8338375,-94.51106922,-83.4326331,-46.59337826,22.21973371,-27.70081936,-3.356970788,
1077000000,-1.336009874,-65.38058338,-93.28343462,-101.8034352,-46.73314516,20.94344784,-27.62494402,-3.365589125,
1078000000,-1.330125371,-66.25521686,-90.74694196,-107.9204752,-46.81974741,19.61289496,-27.6853262,-3.438686876,
1079000000,-1.328122108,-67.0311988,-88.20336346,-104.4170207,-46.99448118,18.05359891,-27.58969821,-3.482094777,
1080000000,-1.316261221,-67.90204816,-94.58494088,-93.30688596,-47.13900384,16.80560725,-27.56429556,-3.310480074,
1081000000,-1.323436379,-68.69491175,-90.8581601,-80.14287402,-47.252446,15.28566658,-27.5751547,-3.210748712,
1082000000,-1.314048398,-69.70546551,-89.48931782,-108.5606434,-47.3797468,13.97514847,-27.62640414,-3.480762996,
1083000000,-1.324404077,-70.49014826,-89.40799008,-92.47652274,-47.581932,12.65481727,-27.61423308,-3.533787528,
1084000000,-1.316571431,-71.3773682,-88.52135661,-93.46578175,-47.69682708,10.7701123,-27.59139256,-3.688961029,
1085000000,-1.29859647,-71.96098166,-88.96712405,-65.50542282,-47.84516229,9.817092814,-27.53369121,-3.537887743,
1086000000,-1.284979396,-72.97303221,-92.14373765,-119.3844598,-47.95092632,8.264329748,-27.47401213,-3.842053591,
1087000000,-1.267249366,-73.7551737,-94.29468114,-95.1081693,-48.0501012,7.137712744,-27.49956307,-3.518836184,
1088000000,-1.26352224,-74.79052407,-93.21326002,-118.9741163,-48.22408726,5.605889012,-27.46687221,-3.776121011,
1089000000,-1.259212158,-75.24625116,-93.51530507,-154.112051,-48.37594051,4.682298787,-27.48670934,-3.862647237,
1090000000,-1.238830302,-76.33219296,-90.53078154,-122.7763349,-48.50722668,2.909732866,-27.4337725,-4.113222066,
1091000000,-1.244974597,-77.12590901,-94.96561985,-91.41719559,-48.70521395,1.588252915,-27.42616778,-3.638929485,
1092000000,-1.249800362,-78.04708078,-89.04432304,-84.03959302,-48.76530836,0.4053122095,-27.46881729,-4.011594882,
1093000000,-1.225877915,-79.23859331,-89.15608548,-75.03216041,-48.90194649,-1.021585502,-27.38259584,-3.722796669,
1094000000,-1.141828246,-80.45139209,-90.06309311,-84.87274278,-49.01871436,-1.849781523,-27.35465821,-3.936938223,
1095000000,-1.192242686,-79.62826806,-86.5374524,-75.97028315,-49.31267739,-3.05274387,-27.38412044,-4.226494239,
1096000000,-1.280357545,-81.73899622,-92.12689289,-98.90635945,-49.44031359,-5.052093451,-27.35749806,-4.117386699,
1097000000,-1.208748191,-81.52164118,-89.75279669,-78.93877638,-49.65933454,-6.303280461,-27.3350632,-4.273166817,
1098000000,-1.251342635,-83.70347246,-87.44862465,-100.9300458,-49.67170164,-8.238156777,-27.33553046,-4.723774294,
1099000000,-1.187540397,-84.15216361,-89.27959699,-75.83040078,-49.8363014,-9.459607572,-27.33935681,-4.628735931,
1100000000,-1.174081182,-84.88230348,-88.52296889,-93.36232327,-49.95208427,-10.3019457,-27.319751,-4.195183775,
1101000000,-1.194463918,-85.70963565,-90.63857026,-129.6369676,-50.21870888,-11.64189799,-27.31623701,-4.561032698,
1102000000,-1.167949582,-86.71945043,-93.20098418,-138.7804321,-50.33273629,-13.09328467,-27.22834321,-4.698500609,
1103000000,-1.005942914,-88.19397711,-88.90386398,-118.2635523,-50.42143132,-14.52838293,-27.26711352,-4.496081758,
1104000000,-1.149317892,-87.97952196,-87.09213678,-103.83816,-50.59329385,-15.69202684,-27.20226579,-4.784307112,
1105000000,-1.150335818,-91.69560001,-94.00176403,-80.62844853,-50.65770745,-17.56960184,-27.17720837,-4.400699406,
1106000000,-1.038509764,-91.69536286,-88.28670949,-115.5509987,-50.94926412,-17.96927983,-27.22223709,-4.921409118,
1107000000,-1.294560558,-89.2624965,-94.25042325,-121.2695058,-51.36498835,-19.55383512,-27.14862487,-4.782490352,
1108000000,-1.21050135,-90.54390774,-93.40999884,-152.1899915,-51.31394834,-20.78513283,-27.13470558,-4.743547119,
1109000000,-1.139848399,-92.42486848,-85.12294723,-97.40718144,-51.43912192,-22.46520901,-27.13755237,-5.007343842,
1110000000,-1.131709401,-93.31125791,-91.82811786,-108.5425067,-51.71683837,-23.31861178,-27.14603882,-5.345570273,
1111000000,-1.068449728,-94.2275548,-93.45950336,-152.6771326,-51.89419995,-23.35510213,-27.15627808,-4.571497181,
1112000000,-1.139916443,-94.20934864,-88.75822404,-141.549597,-51.99013433,-25.89869198,-27.14906312,-5.27455578,
1113000000,-1.098188983,-96.80284433,-66.41659389,-155.2485175,-52.22226639,-27.63190643,-27.07836732,-4.985103235,
1114000000,-1.203548285,-97.39109935,-88.40932329,-101.4231607,-52.32883972,-29.16991187,-27.09359035,-5.045029412,
1115000000,-1.062387484,-96.95016336,-89.7068126,-135.8302402,-52.5961914,-29.6152169,-27.10695424,-5.160629649,
1116000000,-0.9247631149,-97.82998471,-91.50072938,-109.0640058,-52.68104995,-30.70028781,-27.03764336,-5.330340951,
1117000000,-1.000697271,-99.66770171,-89.12774998,-119.698049,-52.86018848,-32.28881546,-27.01474703,-5.232131163,
1118000000,-1.011188013,-100.2036248,-87.3471076,-107.2139505,-53.10085452,-33.41379889,-27.0263079,-5.410215443,
1119000000,-1.028737851,-101.0180738,-84.82501542,-137.2700837,-53.47104103,-34.98716476,-26.98897514,-5.650842429,
1120000000,-1.045080084,-102.1381109,-85.50162995,-114.8704937,-53.52085487,-36.96156152,-26.97673807,-5.585648752,
1121000000,-0.9406862609,-102.6178298,-87.23167773,-102.1634728,-53.68276622,-36.86995536,-26.91747623,-5.264496393,
1122000000,-1.038577712,-103.2607153,-86.33299567,-129.7000884,-53.94188842,-38.0563262,-27.00198769,-5.346568127,
1123000000,-0.9428820629,-104.6416334,-84.09455779,-115.8675185,-54.1040784,-39.40273885,-26.92362222,-5.529301867,
1124000000,-0.9474142678,-105.1303249,-85.83312822,-139.553432,-54.398801,-41.3232307,-26.9304589,-5.693488248,
1125000000,-0.9767326366,-106.1954715,-87.87786225,-133.8316146,-54.65855967,-41.37780562,-26.93834049,-5.566156811,
1126000000,-0.9848039016,-107.1473861,-84.52310117,-109.9666144,-54.80512724,-43.45133664,-26.91395722,-6.146767144,
1127000000,-0.9529386402,-108.0642914,-84.05770453,-135.3312996,-55.05341079,-44.96800328,-26.82298358,-6.015808049,
1128000000,-0.9345888483,-108.7268735,-81.283605,-135.6051381,-55.26576521,-46.82824251,-26.89871244,-5.989138424,
1129000000,-0.9164795082,-109.5461869,-87.75457768,-140.5547461,-55.51369059,-47.10021844,-26.82727858,-6.167136539,
1130000000,-0.9927474092,-110.5490421,-84.31880197,-135.7124078,-55.72135256,-48.38059551,-26.84357815,-5.881284784,
1131000000,-0.9130541865,-111.4457746,-84.89395199,-138.2282864,-55.91724945,-49.95295282,-26.75351313,-6.331379136,
1132000000,-0.998975812,-111.8748624,-84.48603557,-145.8245329,-56.45197668,-51.05803135,-26.78746668,-6.165455952,
1133000000,-0.9443613898,-112.9835452,-85.70636727,-146.2276095,-56.56082599,-52.11798702,-26.7604511,-6.122769387,
1134000000,-0.9283924256,-114.4291557,-83.12934666,-157.5471406,-56.80277288,-53.67658722,-26.72669785,-6.287212036,
1135000000,-0.8870513428,-114.7151473,-83.1641822,170.8828358,-56.98273626,-52.77890432,-26.75577401,-6.463223886,
1136000000,-0.9428044148,-115.8423977,-84.17421319,-158.1467402,-57.4502749,-55.50515039,-26.74799353,-6.528467278,
1137000000,-0.8808549373,-116.6419982,-84.04240442,-157.5162977,-57.8138882,-56.3641567,-26.70811599,-6.785001868,
1138000000,-0.8859382725,-117.3074266,-84.13143643,-169.4074347,-57.98018442,-57.35664496,-26.68172376,-6.534660349,
1139000000,-0.9207791906,-118.3108093,-84.7283294,-168.1929171,-58.48580601,-58.88742256,-26.70262473,-6.79043759,
1140000000,-0.898630765,-119.4038672,-83.56900501,-149.8871842,-58.70398895,-59.36545325,-26.65645654,-6.879549267,
1141000000,-0.8992071739,-119.8356412,-82.31931201,-172.0147763,-59.00797415,-61.73653783,-26.6125684,-6.801740627,
1142000000,-0.8960893192,-121.1953128,-81.59044583,-150.0782471,-59.30331522,-62.17877457,-26.64876729,-6.90917118,
1143000000,-0.8228583704,-121.822153,-81.62106609,-141.8284921,-59.66538193,-61.40038885,-26.58287162,-7.122764268,
1144000000,-0.8641327652,-122.5137016,-84.08822876,-178.1265228,-60.03816759,-63.1997946,-26.57217639,-7.13048149,
1145000000,-0.8720987111,-123.7878768,-87.08010354,-165.6186672,-60.47763458,-64.04366914,-26.56668739,-7.209992426,
1146000000,-0.8395980158,-124.2634437,-80.44154583,-174.065118,-60.66704863,-64.70650388,-26.50443459,-7.299971859,
1147000000,-0.8651675251,-125.2862586,-82.80553463,176.1494647,-61.20068062,-65.65360989,-26.53443685,-7.208145757,
1148000000,-0.8195037403,-126.0402797,-80.81817849,-166.1902768,-61.49548408,-64.31220468,-26.56671962,-7.655500922,
1149000000,-0.8315653286,-126.941154,-81.56347018,-179.8513009,-61.97412456,-68.4901519,-26.53307603,-7.613395573,
1150000000,-0.8407999723,-127.8953781,-83.01788779,-177.1890929,-62.20687834,-66.05330197,-26.50791812,-7.931515789,
1151000000,-0.815454177,-128.9386322,-80.79426652,164.7599431,-62.81328856,-65.37729583,-26.41968537,-7.838243127,
1152000000,-0.7604627277,-129.6416766,-84.27222698,165.3846277,-63.10005292,-66.8080342,-26.4398937,-7.508889791,
1153000000,-0.8132327694,-130.4556311,-78.8933084,165.4991351,-63.64939654,-67.89425589,-26.44843974,-8.069850057,
1154000000,-0.802762179,-131.5066532,-81.78957865,177.250436,-63.97459904,-66.86144644,-26.40592098,-8.01874715,
1155000000,-0.8015932571,-132.2822833,-82.24573059,174.1671303,-64.90925895,-65.86443965,-26.41423722,-8.017810485,
1156000000,-0.7540773875,-133.1191536,-81.98498139,-171.7823975,-65.28753334,-64.03861204,-26.36568398,-8.256517182,
1157000000,-0.7739753777,-133.9124344,-79.13659096,160.7483354,-65.98742702,-64.51516241,-26.34245928,-8.092478266,
1158000000,-0.7660422119,-134.5068011,-79.41852714,166.2828807,-66.70492562,-61.12511968,-26.31656256,-8.378427025,
1159000000,-0.7804193099,-135.9301953,-82.38526853,158.0834086,-67.47323643,-59.59728458,-26.31399499,-8.377607231,
1160000000,-0.7770838958,-136.7222944,-83.02920475,160.0709684,-68.29223711,-59.23103354,-26.31184198,-8.388016954,
1161000000,-0.7966213919,-137.7901896,-78.73850974,151.5666227,-68.99659864,-52.97265803,-26.30357641,-8.54686127,
1162000000,-0.7815788008,-138.801559,-81.08557619,157.6161521,-69.02903927,-50.13695622,-26.26862447,-8.679163856,
1163000000,-0.7047028251,-139.6405407,-78.98301407,158.2288618,-69.58192643,-45.94821528,-26.25759094,-8.582612888,
1164000000,-0.5866394005,-138.2499342,-78.41491364,146.3783842,-70.15808497,-36.39511671,-26.26369086,-8.853762214,
1165000000,-0.9520924458,-138.9767584,-67.17538805,148.3632129,-70.88436092,-29.99453207,-26.21840643,-8.776474412,
1166000000,-0.9292794944,-145.274279,-72.89284773,153.9488381,-70.8070281,-23.64813706,-26.18547874,-9.106046722,
1167000000,-0.6323796431,-143.8425428,-79.80548756,145.5812962,-70.99858997,-17.83367755,-26.16557553,-8.940532015,
1168000000,-0.7437864495,-143.8292248,-81.17264019,137.4739172,-70.08593864,-5.804000353,-26.17554989,-8.959899625,
1169000000,-0.7679838999,-145.0738507,-45.50963724,45.72473859,-69.91653864,-0.08059181743,-26.13408466,-9.305204435,
1170000000,-0.7755707421,-145.8408006,-80.07258042,137.6039697,-69.12294051,4.108457186,-26.11944279,-9.093809961,
1171000000,-0.793908557,-146.7998573,-78.59078052,150.9470716,-68.57466134,10.34349509,-26.1454584,-9.723498002,
1172000000,-0.7937497627,-147.6910644,-78.70970343,139.7920799,-68.29291965,12.4536982,-26.06156118,-9.550120129,
1173000000,-0.8071509963,-148.5746256,-78.98174291,136.61944,-67.87354768,19.07434711,-26.11530805,-9.730399355,
1174000000,-0.8189640043,-149.5881411,-77.92190175,129.7167675,-67.1678655,18.75459826,-26.06804239,-9.634092032,
1175000000,-0.8166400189,-150.5500878,-79.96071041,128.2548143,-66.70988686,23.05677166,-26.05109126,-9.694087514,
1176000000,-0.8242681565,-151.3573818,-78.30885029,129.0566322,-66.14675259,22.62872354,-26.05390332,-9.960521236,
1177000000,-0.8454167815,-152.3009351,-78.24869451,120.400173,-65.58238212,23.72033338,-26.02749617,-10.07546348,
1178000000,-0.807357728,-152.9532464,-78.9456359,131.4179729,-65.47238209,24.94211456,-26.02384081,-10.15580864,
1179000000,-0.7805403634,-155.2449006,-78.98520808,110.2849614,-64.63847376,24.81501773,-26.00453616,-10.19266913,
1180000000,-0.8720046671,-155.0615591,-77.85467683,120.3433774,-64.24921534,27.33861937,-25.97430908,-10.37581485,
1181000000,-0.877747137,-155.8759388,-77.43333536,114.7777256,-64.05267266,25.201037,-25.9785006,-10.07051949,
1182000000,-0.8959524445,-156.8460187,-78.26841675,115.2062061,-63.59905931,24.54430841,-25.98467315,-10.66668868,
1183000000,-0.8979334673,-157.6959156,-76.74570704,105.0393647,-63.14751204,25.17422968,-25.94545064,-10.39799414,
1184000000,-0.9138191769,-158.5443124,-76.70683967,107.7190801,-62.9085768,23.18397271,-25.90881933,-10.77477789,
1185000000,-0.9104413004,-159.4682374,-76.41819491,103.8479333,-62.41061459,23.15155008,-25.89999951,-10.76366471,
1186000000,-0.9456496026,-160.4497227,-78.43382507,101.7152895,-62.46915326,22.98089003,-25.91235347,-10.77397833,
1187000000,-0.9259682459,-161.3761588,-76.45425296,100.033259,-61.88682621,21.04284073,-25.89661159,-11.2075048,
1188000000,-0.9532816561,-162.1670767,-77.5173062,99.31322213,-61.75699935,22.13672622,-25.84467143,-11.34921161,
1189000000,-0.9629569322,-163.0045396,-78.15230784,90.46859911,-61.33594859,19.91485426,-25.82316459,-10.93186865,
1190000000,-0.9840786699,-163.857998,-76.73648206,97.24454962,-61.27806751,19.84736805,-25.8192032,-11.0829917,
1191000000,-1.004384265,-164.8149963,-76.83711438,84.33700929,-60.8692544,18.96680654,-25.84090549,-11.26045978,
1192000000,-1.000794521,-165.725785,-77.63825287,79.89446937,-60.56555086,18.106217,-25.80579597,-11.58938672,
1193000000,-1.003411434,-166.4355797,-77.86570685,87.41870376,-60.3940149,16.12956591,-25.75861013,-11.64409941,
1194000000,-1.027530738,-167.5530117,-76.31426535,81.5989034,-60.27834474,15.68350393,-25.81122108,-11.6224942,
1195000000,-1.02826036,-168.1216245,-77.12571966,77.19124864,-59.791533,14.17170664,-25.7533775,-12.02991947,
1196000000,-1.063541383,-169.345464,-77.82063755,69.33083828,-59.68319209,12.4676533,-25.79442355,-11.65973399,
1197000000,-1.042047176,-169.9579486,-76.91513522,67.54917462,-59.48914169,11.35180105,-25.75243644,-12.30735087,
1198000000,-1.113032502,-170.9472988,-76.84841812,58.51418439,-59.30468356,10.67937017,-25.72025204,-12.01211801,
1199000000,-1.079442976,-171.8099621,-68.63125012,101.6253972,-59.02698737,9.817177496,-25.73513966,-12.46553352,
1200000000,-1.13486365,-172.4606938,-76.49462287,59.4424411,-58.92460987,8.374639758,-25.71582355,-12.13553048,
1201000000,-1.149017779,-173.5454954,-76.26947194,58.93158822,-58.70874945,7.031111019,-25.70399257,-12.36770308,
1202000000,-1.118429584,-174.3534219,-77.48387632,56.07307129,-58.45654089,6.087157054,-25.65541897,-12.49567828,
1203000000,-1.166507061,-174.9916503,-77.19988954,47.05715275,-58.37619659,4.64206903,-25.61669321,-12.62050269,
1204000000,-1.147793637,-175.8628663,-76.76509906,50.08686728,-58.26444001,3.827892282,-25.64356798,-12.70905787,
1205000000,-1.212802196,-176.7008834,-76.92975292,52.95629899,-58.0795746,2.47487112,-25.62763848,-12.47485124,
1206000000,-1.193354321,-177.7063277,-77.5151997,47.6364817,-57.95682875,1.170137887,-25.64176777,-13.02867898,
1207000000,-1.206821084,-178.470374,-77.079978,47.88519971,-57.70083585,0.09426699724,-25.60344696,-12.97673422,
1208000000,-1.20028894,-179.3268863,-76.76932719,41.55199394,-57.7003611,-1.42867988,-25.61192095,-13.30941977,
1209000000,-1.234268109,179.8554559,-76.6314236,40.58114311,-57.52465811,-2.36705143,-25.58238526,-13.22857248,
1210000000,-1.244437246,179.0425164,-80.47620323,33.50531316,-57.35265916,-4.223876076,-25.56882155,-13.37303662,
1211000000,-1.276124561,178.319324,-76.23533932,25.6714276,-57.26578946,-5.117230014,-25.56049535,-13.30830691,
1212000000,-1.293792518,177.2742408,-77.0918282,27.01968003,-57.03451301,-7.097375378,-25.55390884,-13.41311592,
1213000000,-1.2785996,176.6099362,-76.4681814,22.83477597,-57.0131642,-7.483041217,-25.51094086,-13.62265969,
1214000000,-1.298879235,175.7901163,-77.28032823,28.86773004,-56.86570394,-9.050354338,-25.54021119,-13.74912686,
1215000000,-1.2795956,174.9944572,-76.77802592,26.02012994,-56.69688326,-10.48889677,-25.54605711,-14.04248897,
1216000000,-1.317634581,174.1196577,-75.28940075,16.5276486,-56.49470393,-11.68170109,-25.50973238,-14.06820634,
1217000000,-1.328346916,173.4091157,-76.76848216,17.63336044,-56.34032899,-12.98608765,-25.46252894,-13.76460567,
1218000000,-1.318277018,172.4720832,-77.36488451,-13.36564157,-56.3640163,-14.85697765,-25.56774975,-13.84083925,
1219000000,-1.335604852,171.658744,-76.74790333,8.263485216,-56.1787882,-16.51203813,-25.56267526,-14.01122574,
1220000000,-1.367601271,170.8443761,-76.75924767,7.173810203,-56.04890681,-17.14187518,-25.49160152,-14.06957285,
1221000000,-1.368007281,170.2114963,-76.60794159,7.224550846,-56.03787607,-18.63632257,-25.46026926,-14.44587248,
1222000000,-1.394940517,169.3159163,-76.42236474,1.622746106,-55.87924318,-19.67179057,-25.4495601,-14.25173722,
1223000000,-1.410359706,168.6314419,-76.39140034,2.236999051,-55.75536084,-21.32062316,-25.39419168,-14.58819118,
1224000000,-1.433079216,167.7613828,-77.36046645,1.457504766,-55.66231633,-22.20835456,-25.37861387,-14.38930522,
1225000000,-1.390141153,166.9836316,-76.41626924,-8.094556592,-55.61731191,-23.65497548,-25.49161369,-14.39887558,
1226000000,-1.430366444,166.2725616,-77.10930488,-4.895389225,-55.4920886,-25.33411204,-25.42708204,-15.12277838,
1227000000,-1.44131924,165.4217627,-76.81368266,-11.89296258,-55.33842251,-26.29853748,-25.35375828,-14.5939788,
1228000000,-1.437047722,164.7697787,-77.09023995,-10.16000863,-55.27054899,-27.99718966,-25.42775504,-15.21177475,
1229000000,-1.42455279,164.0160972,-77.19959261,-19.16716793,-55.08818809,-29.52458488,-25.41575756,-15.38864182,
1230000000,-1.475015061,163.0755483,-76.20617492,-23.97190009,-55.09666225,-30.60723018,-25.33808916,-15.03280135,
1231000000,-1.450921566,162.3044934,-77.31991175,-25.16498516,-54.95636691,-32.53118706,-25.4247107,-15.05294855,
1232000000,-1.464261462,161.6660973,-76.9421592,-18.12667027,-54.92213465,-33.2074743,-25.37105379,-15.69699795,
1233000000,-1.45046882,160.9303221,-77.06616618,-30.58467064,-54.80228274,-34.87996268,-25.34112858,-15.17787886,
1234000000,-1.474826381,160.191247,-79.37729609,-26.37162268,-54.71275646,-36.83230579,-25.38021562,-15.25934788,
1235000000,-1.486571683,159.2414987,-77.98646516,-29.77734105,-54.79326192,-37.12623734,-25.35108311,-15.44974878,
1236000000,-1.500869847,158.6573495,-78.26694055,-25.28803482,-54.56163478,-39.35616684,-25.35447317,-15.57202433,
1237000000,-1.524650184,157.7054683,-77.37714239,-32.24782733,-54.52737333,-40.64572182,-25.32514253,-15.72713124,
1238000000,-1.520814867,157.1194595,-77.90932823,-35.67652123,-54.48536661,-42.34286349,-25.31534045,-15.65004317,
1239000000,-1.507397282,156.0654917,-77.82518638,-35.92679286,-54.34193462,-43.99610603,-25.33177988,-15.77805207,
1240000000,-1.549196729,155.5694973,-78.64380434,-36.63301513,-54.32317222,-45.00665634,-25.20788296,-15.92963511,
